word	sent1	sent2	group	mean	annotator1	annotator2	annotator3	annotator4	annotator5
привет	"Если еще раз окажете покорность и вновь встретите воинов с кротким <b><i>приветом,</i></b> тогда у Флора не останется никакого предлога для нападения, вы же спасете отечество и сами ничего уже более не претерпите!"""	Попадёте домой -- передайте сердечный <b><i>привет</i></b> всем Вашим.	EARLIER	2.0	2	2	1	4	1
привет	Если увидите Ф. Д. -- <b><i>привет.</i></b>	Короленко шлет свой, хотя запоздалый, но сердечный <b><i>привет</i></b> и поздравление по случаю шестидесятилетия дня рождения мариупольский научно-литературный кружок.	EARLIER	4.0	4	4	4	4	4
привет	Если это верно, то я печатно шлю ему сердечный <b><i>привет</i></b> и отсюда протягиваю дружески благодарную руку, от души желая ему здоровья и всякого благополучия.	.. куда -- У меня, брат, третьего дня деньги унесли, -- говорю я, вместо <b><i>привета,</i></b> входящему ко мне Глумову.	EARLIER	3.2	3	3	4	4	2
привет	"И с этой минуты мы не спускаем глаз с высокого человека в бекеше, стоящего под плакатом ""Пламенный <b><i>привет</i></b> победителям льдов""."	В этот хам ходили мои родственники еще до первой войны; в этом храме участвовал в службе наш регент отец Михаил, который просил меня передать равный <b><i>привет</i></b> и равную любовь хору правому и хору левому.	LATER	4.0	4	4	4	4	4
привет	"Известно, например, что когда М.И. Глинка (композитор) отправлялся в последний раз за границу, то он послал родной стране энергический, но далеко не лестный прощальный <b><i>привет</i></b> (желающих знать подробности отсылаем к запискам г. Шестаковой в ""Русской старине""), а между тем Глинка был человек до того кротчайший из кротчайших, что, читая недавно изданные его записки, можно подумать, что таков уж первородный грех, опутавший русских талантливых людей, что в них неразвитость не только не мешает талантливости, но даже служит для последней подспорьем."	Вслед за этим <b><i>приветом</i></b> цесаревич начал подходить порознь к каждому из присутствовавших (их называл ему поименно губернский предводитель) и каждому сказал несколько благоволительных слов или сделал несколько вопросов и, обойдя всех, возвратился снова к старшему летами и званием, отставному действительному тайному советнику графу Тизенгаузену и повторил ему, сколько считает себя счастливым, что мог передать дворянству милостивый отзыв государя.	EARLIER	2.2	2	3	4	1	1
привет	Как же я поеду, если я работаю И с Пржевуским мы придумали следующее: я лежу больной, он каждый день навещает меня и носит в ТЮЗ от меня записки, где я пишу, как идут мои дела, шлю <b><i>приветы.</i></b>	Мне уже нужно начинать заниматься, но Байгушевы не шлют мне мои книги, и, что странно, я им написала письмо, а мне ни ответа, ни <b><i>привета.</i></b>	LATER	3.8	4	4	3	4	4
привет	Как, этот синий простор -- море души Где же глыбы звонкого льдистого холода Неужели они -- в этих волнах, в смеющейся дали, в изменчивой зыбкости водной стихии Солнце встает над водами, как в первые дни мироздания -- первый <b><i>привет,</i></b> улыбка, приязнь, удивление.	Не сердитесь на мой крутой слог: я считаю Вас в числе друзей, а с друзьями <b><i>приветы</i></b> и околичности нетерпимы.	EARLIER	2.0	1	3	2	1	3
привет	Коллектив полярников шлет свой самый горячий, самый искренний <b><i>привет</i></b> участникам воздушной экспедиции и четверке отважных -- Папанину, Кренкелю, Федорову, Ширшову, -- которые будут нести свою трудную вахту среди льдов центрального полярного бассейна.	С <b><i>приветом</i></b> Эмма и Лева.	LATER	3.8	4	3	4	4	4
привет	Конечно, она не думала о том, чтобы нечаянно-нарочно столкнуться с милым другом в лесу или на реке, нет, но можно уловить <b><i>привет</i></b> в самоварном дымке, всплывшем над садом или потянувшем с опушки леса, в звуках рояля, пронизывающих вечернюю тишину, можно обмениваться скромными знаками внимания: кошелка собственноручно собранных грибов, букетик полевых или лесных цветов, корзиночка земляники.	"Сказал, что его жена Нина (дочь Подвойского), которую я знала, преуспевает на ответственной комсомольской работе и якобы она, как он выразился, ""между прочим"", шлет мне <b><i>привет.</i></b>"	LATER	2.8	3	4	1	2	4
привет	Кроме того, он привез <b><i>привет</i></b> от Ани Котляр, которая стояла возле тюрьмы на Люстдорфской дороге и держала передачу для своего Иосифа.	Будь он ангел, будь человек плоти и крови, все равно -- со смирением и любовью преклонилась бы она перед ним, и скажи ей то существо хоть одно слово <b><i>привета,</i></b> без малейшего сожаления оставила бы она дом отца и его богатство, с радостью и весельем устремилась бы к неведомому, мыслями и помышленьями отдалась бы ему и всю жизнь была бы его безответною рабой и верной ученицей, слила бы с ним свою непорочную жизнь.	COMPARE	2.0	1	2	1	2	4
привет	М. А. шлет Вам <b><i>привет.</i></b>	Мой сердечный <b><i>привет</i></b> Княгине М. К. Голицыной.	EARLIER	4.0	4	4	4	4	4
привет	Марья Алекс[андровна] шлет Вам обоим <b><i>привет</i></b> и благодарит за очень понравившуюся ей Вашу карточку.	Писал (бы) теперь к тебе больше, но не совсем здоров; да я и расстроен немножко: засуха у нас ужасная, неслыханная, сена почти нет и не будет, а это по-заводскому -- первый продукт для заработка; теперь уже маленькую копну сена продают по 1 руб. сер., что же будет дальше Прошу также засвидетельствовать мое глубокое почтение и мой усерднейший поклон передать твоей супруге (и мой душевный и сердечный <b><i>привет</i></b> твоим детям), также равно и добрейшей Наталии Петровне; тебя же заочно обнимаю, жму тебе руку и навсегда остаюсь твой Ив.	EARLIER	4.0	4	4	4	4	4
привет	Мой самый сердечный <b><i>привет</i></b> Алексею Ивановичу и скажи ему, чтобы он не смел морить Тебя голодом.	Неимущие страха божия, займите его у имущего, и войдем в дом попа Туберозова с тем благоговением, с каким входили в него люди, перед которыми Савелий отворял свои двери с словом ласки и <b><i>привета.</i></b>	COMPARE	3.4	4	3	2	4	4
привет	Мой сердечный <b><i>привет</i></b> Вашей супруге и Петровцу.	"Едва склоняя голову, величавая Манефа, вместо обычной прощи, <b><i>приветствовала</i></b> встречных пасхальным <b><i>приветом:</i></b> ""Христос воскресе!"""	EARLIER	3.0	2	4	4	3	2
привет	Москвичи Лазарев, Эйхенвальд шлют Вам <b><i>привет.</i></b>	Спасибо вам всем, моим друзьям, за <b><i>привет</i></b> в столь горестную минуту, как день исполнившегося пятидесятилетия.	EARLIER	3.6	4	3	3	4	4
привет	"Над аллеями качались голубые и красные полотнища: ""Культурно отдыхать"", ""Колхозное дело непобедимо"", ,,3а большевистскую партийность, чистоту марксистско-ленинской теории"", ""Братский <b><i>привет</i></b> пролетариям Германии"", ""В странах фашизма и капитала сотни миллонов рабочих и крестьян обречены на голод и вымирание""."	И, когда подошла к одной из рот, из рядов ее раздался выкрик: -- Не желаем мы слушать ваших <b><i>приветов,</i></b> лучше бы в окопах нас офицеры нагайками не били, посылая сражаться.	LATER	3.8	4	3	4	4	4
привет	Наша мать -- родственнику: я надеюсь, вы хорошо отдохнули у нас, не раздавите клубнику, помойте, передавайте <b><i>привет</i></b> Елене Михайловне и Витюше, приезжайте вместе, не обращайте внимание на мужа, у него это просто нервное, много работает, куча дел, устает, но вы же знаете, он, в общем, добрый, да, в душе мягкий и добрый, но может сорваться иногда, так что приезжайте, приезжайте, только не спорьте с ним, погодите, а где же трость, вы, кажется, были с тростью, вы оставили трость, ах, какая неприятность, что же делать.	"Владимир в глубокой задумчивости чертил палкой по песку слова: ""Софъино, Коломенское, Москва"" -- слова, непонятные окружавшим его, но милые ему, как узнику <b><i>привет</i></b> родного голоса сквозь решетку тюремную."	COMPARE	3.0	1	2	4	4	4
привет	"Не требую твоего <b><i>привета</i></b> и ласки -- не гордись и знай: ты и я -- мы погибли оба!"" -- Что ты смеешь говорить мне, бродяга ""Господи!"	Она поняла теперь, за какую цену люди продают свое удивление, свои похвалы, какая внутренняя досада скрывается Всегда Под их лживыми <b><i>приветами</i></b> и мнимым доброжелательством и как жадно ловят они случай сбросить личину притворства и отомстить тем, кто у них, по их же пословице, как бельмо на глазу.	EARLIER	3.0	4	3	4	1	3
привет	Но <b><i>привет,</i></b> конечно, передай.	"""Примите, высокочтимый Алексей Сергеевич, от сердца идущий <b><i>привет</i></b> к светлому в вашей жизни дню сорокалетия живого даровитого и достойного служения вашего русскому печатному слову."	COMPARE	3.4	4	1	4	4	4
привет	"Он надел соломенное канотье -- его он до тех пор держал за спиной -- и, игриво сказав: ""Привет, <b><i>привет!"",</i></b> исчез."	Как здоровье Таисии Васильевны Передайте ей мой сердечный <b><i>привет</i></b> [...] Всего лучшего!	COMPARE	3.0	4	1	3	4	3
привет	Он просит передать Вам <b><i>привет.</i></b>	Прошу передать мой <b><i>привет</i></b> Вашим родителям ....	LATER	4.0	4	4	4	4	4
привет	"От них доставили нам ""привет"" -- безграмотную, но сочную прокламацию: <b><i>Привет</i></b> от первых дней революции защитников Советской власти и защитников пролетариата бедного народа П."	Передайте мой сердечный <b><i>привет</i></b> Таисии Васильевне.	COMPARE	3.4	4	1	4	4	4
привет	От переводчика не последовало ничего, кроме <b><i>привета.</i></b>	Ни ответа, ни <b><i>привета.</i></b>	LATER	3.6	2	4	4	4	4
привет	Передавай девчонкам большой <b><i>привет.</i></b>	Эти слова знаменитого поэта Жана Решпена, обращенные как <b><i>привет</i></b> к членам нашей Государственной Думы, гостящим во Франции, меня несколько царапнули по сердцу.	COMPARE	3.2	4	1	4	4	3
привет	"Передайте <b><i>привет</i></b> мужикам от пролетариев и большевиков парохода ""Братья Мельниковы""."	Когда будете писать в Саратов, то передайте мой <b><i>привет.</i></b>	COMPARE	4.0	4	4	4	4	4
привет	Передайте наш посл[едний] <b><i>привет</i></b> М[арии] Герм[огеновне].	Коле и Вите братский <b><i>привет.</i></b>	LATER	4.0	4	4	4	4	4
привет	"При всеобщем одушевленном одобрении конгресс принял следующую резолюцию, сформулированную французским делегатом: ""Международный Конгресс в Хуре шлет свой сочуственный <b><i>привет</i></b> социалистам-революционерам России, которые, находясь в состоянии самозащиты, отвечают на насилие насилием, на террор террором."	Ей все-таки было тяжело в этом печальном доме, с двумя бледными женщинами, из которых одна мучительно умирала, а другая ходила суровая и строгая, без улыбки и <b><i>привета.</i></b>	EARLIER	2.2	3	1	2	2	3
привет	Примите <b><i>привет</i></b> и море пожеланий в вашей молодой и цветущей жизни...	<b><i>Приветы</i></b> Митрофану Блинову, Володьке Жебуневу, Яшке Кузнецову, которому надо сказать, чтоб он от него, Гольденберга, отрекался и насчет той сходки, летней, многолюдной, не упоминал нигде.	LATER	4.0	4	4	4	4	4
привет	"С <b><i>приветом</i></b> -- З. Звонарева""."	Жизнь, смерть -- <b><i>привет.</i></b>	COMPARE	1.8	1	4	1	2	1
привет	С <b><i>приветом</i></b> Юрий Васильевич!	<b><i>Привет,</i></b> дорогой товарищ.	LATER	3.4	3	4	3	4	3
привет	С каждым письмом опасаешься, не последнее ли Не придется ли опять новыми кружными путями плавать Скажите Катрин, Инге -- всем, всем добрым друзьям, как всегда мы о них думаем и шлем наши лучшие, сердечные <b><i>приветы.</i></b>	"За обедом Викниксор в своей обычной речи отметил новый этап в жизни школы -- появление ""Зеркала"", -- передал <b><i>привет</i></b> сияющим редакторам и пожелал им дальнейших успехов."	LATER	4.0	4	4	4	4	4
привет	"С комсомольским <b><i>приветом</i></b> Куприянова""."	Утомленное сердце жаждет <b><i>привета</i></b> и теплой ласки, как жаждет солнца, Цветок запоздалой осени.	COMPARE	1.8	2	1	1	1	4
привет	Самый сердечный <b><i>привет</i></b> и благодарность Роману Альбертовичу.	О, широкие твои сени -- придорожные березы, синеющие дали верст, ласковый и утолительный <b><i>привет</i></b> безбрежных нив!	COMPARE	2.4	3	3	2	1	3
привет	Сердечный <b><i>привет</i></b> вашим домашним.	И как-то особо резко выступает это мелкое злобствование, вплетенное в громкие хвалы Некрасову, рядом с прощальным <b><i>приветом</i></b> Чернышевского, присланном из далекой ссылки умирающему поэту (эти слова приводит сам же Чуковский).	LATER	3.0	3	4	1	3	4
привет	"Сердце Густава помнило только один дар любви, <b><i>привет</i></b> одних глаз, понимало только одно уверение, которое, казалось ему, произносила Луиза своим волшебным голосом: ""Густав! сказать ли мне, что я тебя люблю Ты это давно знаешь!"""	Я шел со словами <b><i>привета</i></b> и благодарности.	EARLIER	2.6	2	1	4	3	3
привет	Стоит над городком белая, тонкая свеча -- и только одна она еще посылает измученный <b><i>привет</i></b> утру.	с <b><i>приветом,</i></b> от старости.	LATER	2.0	3	4	1	1	1
привет	Такой это был простой и искренний <b><i>привет,</i></b> что не смешал он доктора и не сконфузил, а только с самого его приезда в Москву от этих слов ему впервые сделалось веселее и отраднее.	Поэтому, поздравляя вас с днем ангела, мы поступим вполне согласно с обстоятельствами дела (тайные советники, заслышав этот достолюбезный оборот речи, кивают головами), ежели в этом поздравлении соединим наш сердечный <b><i>привет</i></b> и верным сообщницам вашим на поприще яичного и курятного производства.	EARLIER	3.4	4	4	3	4	2
привет	"Телефон у меня все тот же но комната выросла и стала 43 Буду дома до часу а потом от 6 до 8 Большущий и самый хороший <b><i>привет</i></b> В. В.""."	Татьяне Христоф[оровне] мой глубокий поклон и <b><i>привет.</i></b>	COMPARE	4.0	4	4	4	4	4
привет	"Тогда Эндрюс, кланяясь, сказал: ""Пожалуйста, выразите вашей жене мой учтивый, хороший <b><i>привет"".</i></b>"	Он приподнялся <b><i>приветливо,</i></b> когда Аммалат-бек кинулся к нему с <b><i>приветом.</i></b>	COMPARE	3.8	4	4	4	4	3
привет	"Толстому следующего содержания: ""Окончив университет в год, совпавший с вашим юбилеем восьмидесятилетия со дня рождения, медики Московского университета, собравшись последний раз вместе, шлют свой горячий <b><i>привет</i></b> великому писателю земли русской"". неизвестный."	Крепко жму Вашу руку и шлю общий наш <b><i>привет.</i></b>	EARLIER	4.0	4	4	4	4	4
привет	Шлю тебе сердечный <b><i>привет</i></b> из моей трущобы.	<b><i>Привет</i></b> передавал.	LATER	4.0	4	4	4	4	4
привет	Это настолько нравилось читающей публике, что Северянин сумел открутиться от службы в армии в мировую войну и три года смеялся над Гумилевым, который с линии фронта передавал ему <b><i>приветы</i></b> через знакомых.	"""Ты его не знаешь"" Иван Павлыч деликатно ушел из вагона, а Валя все передавал <b><i>приветы</i></b> какому-то Павлу Петровичу из зверового совхоза: ""Фу, черт!"	LATER	4.0	4	4	4	4	4
привет	Это серьезно Пожалуйста, будет возможность -- передай им всем мой <b><i>привет.</i></b>	Супруге Вашей прошу передать мой искренний <b><i>привет.</i></b>	COMPARE	4.0	4	4	4	4	4
привет	Я обратился к нему со словами: -- Анастас Иванович Микоян перед нашим отъездом на Кубу поручил передать вам сердечный <b><i>привет.</i></b>	<b><i>Привет,</i></b> <b><i>привет,</i></b> <b><i>привет!!!</i></b>	LATER	3.6	3	4	3	4	4
привет	Я подхожу: <b><i>привет,</i></b> Зоя.	Мать моя торопилась представить его гостям; но он, вместо <b><i>привета,</i></b> бормотал что-то невнятное, похожее на воркотню, и поворачивался к ним спиной.	COMPARE	3.4	3	4	4	2	4
привет	"Я поклонился ему, он долго вглядывался в меня, потом, отбросив по направлению ко мне вескую свою кисть, пожал мне руку и сказал почему-то во множественном числе: ""Почтительнейший <b><i>привет</i></b> молодежи""."	Ей казалось, мать улыбалась ей, посылала ей свой <b><i>привет</i></b> и благословение.	COMPARE	4.0	4	4	4	4	4
присутствие	"""Почувствовав"" <b><i>присутствие</i></b> металла, искатель подает сигнал -- и сразу же включается пульверизатор."	Познание Бога совершается не рассудком, а переживанием в себе <b><i>присутствия</i></b> Божия, что приведет к опытному постижению Божественного Существа.	LATER	2.0	4	2	1	1	2
присутствие	(Служа за переводчика, я перевел эту фразу мосье Дэле, и он очень обиделся, главным образом сравнением с Эрколе, одно <b><i>присутствие</i></b> которого его всегда стесняло.)	<b><i>Присутствие</i></b> их на той или иной стороне большей частью зависело от случайных географических причин.	COMPARE	3.2	3	4	4	4	1
присутствие	-- Мы же не можем так думать, мы же молимся, чувствуем живое <b><i>присутствие</i></b> Бога.	Сказывано в <b><i>присутствии</i></b> ЕЯ ИМПЕРАТОРСКАГО ВЕЛИЧЕСТВА в Архангельском соборе 1775 года Ноября 8 дня.	COMPARE	2.6	1	4	4	1	3
присутствие	<b><i>Присутствия</i></b> моего никто не стеснялся, когда я был поменьше.	Насчет <b><i>присутствия</i></b> в палатке для переговоров сказали, что об этом не может быть и речи.	LATER	3.2	4	1	3	4	4
присутствие	Боясь того, что он заслышал наше <b><i>присутствие</i></b> и пользуясь освещением, я быстро взял на маяк и спустил курок.	Государь, несмотря на то, что это было в <b><i>присутствии</i></b> придворных, с нетерпением открыл шкатулку, сломав замок.	EARLIER	3.6	3	4	4	4	3
присутствие	В <b><i>присутствии</i></b> Алешковского какой-то старый большевик рассказывал: -- Шла гражданская война на Украине.	И я вас прошу, чем сулить освобождение из тюрьмы в будущем, освободите теперь нас от вашего <b><i>присутствия.</i></b>	COMPARE	3.8	4	4	4	4	3
присутствие	"В <b><i>присутствии</i></b> Коли я сказала А. И.: ""Боюсь, чтобы не умерла у нас тетенька."	"Иные ретрограды, не имеющие и понятия о правилах приличия, принюхивались иногда в <b><i>присутствии</i></b> Данилова к атмосфере и шептали раздраженно: ""Фу ты!"	LATER	3.8	4	3	4	4	4
присутствие	В <b><i>присутствии</i></b> Невзгодина она вдруг почувствовала ее пошловатость и дурной тон.	Так как я очень привык и очень люблю его, так как я до сих пор еще не могу себе представить себя где-нибудь за границей без его услуг и <b><i>присутствия</i></b> около меня, то мне трудно в настоящую минуту проектировать какое бы то ни было отдаленное путешествие.	EARLIER	4.0	4	4	4	4	4
присутствие	В <b><i>присутствии</i></b> всегда легче.	С этим, спустив с плеча шинель, чтобы показать генеральские эполеты, государь велел молодому человеку идти под арест на главную гауптвахту и ждать там приказаний, а сам, воротясь во дворец, послал за графом Клейнмихелем, в <b><i>присутствии</i></b> которого вытребовал перед себя офицера.	COMPARE	3.2	4	4	4	3	1
присутствие	В <b><i>присутствии</i></b> таких вещей она смущается и охотно спускается долу.	Конечно, я не замедлил исполнить это предложение, разъяснив в то же время как в заключении моем на полученных затем общественных приговорах, так и в особом представлении губернскому <b><i>присутствию,</i></b> что последний урожай злобовских крестьян был настолько обилен, что с десятины взято ими более 80 пудов овса и ржи и до 120 пудов пшеницы и что это разрешение злобовским крестьянам может повлечь за собой ходатайства о том же других деревень, где урожай был немного хуже, а главное, что до этого предложения губернского <b><i>присутствия</i></b> я никаких приговоров не получил, но разъяснил лишь старостам, в числе которых был и злобовский, что вследствие обильного последнего урожая они не могут рассчитывать на мою поддержку в их ходатайствах получить хлеб из магазинов.	COMPARE	1.2	1	1	1	1	2
присутствие	В Оперном театре был торжественный спектакль в <b><i>присутствии</i></b> Николая.	"Но ведь и Лиза, с которой я очень быстро сдружился, о чем сейчас расскажу, никогда при нас не говорила ему ""papa"" или ""отец"" и даже не была с ним на ""ты"", а называла всегда с своей англо-французской картавостью ""Александр Иваныч"", даже в его <b><i>присутствии</i></b> говоря о нем и в третьем лице."	COMPARE	4.0	4	4	4	4	4
присутствие	В общем разведывательная деятельность русской кавалерии в Галиции до 18 августа выяснила: а) в направлении на Красник -- <b><i>присутствие</i></b> частей 1-го австрийского корпуса, входящего в состав 1-й армии; б) на фронте: устье р.	Через несколько дней Есенин снова вернулся к этому разговору уже в <b><i>присутствии</i></b> Мариенгофа.	LATER	2.8	3	4	3	1	3
присутствие	В правлении казак отдал мой сопроводительный пакет; вскрыв его, писарь в <b><i>присутствии</i></b> старшины стал читать.	"Он веселел немного только в <b><i>присутствии</i></b> старого Коваля, который своим балагурством и хохлацкими ""жартами"" разгонял туляцкую скуку."	COMPARE	3.8	4	4	4	3	4
присутствие	В салоне графини Палтовой, в <b><i>присутствии</i></b> почти Двора и коронованных особ такие страшные слова.	И вот осужденный в его <b><i>присутствии</i></b> начинает свое покаяние: Я не считал бессмысленною сказкой!..	LATER	4.0	4	4	4	4	4
присутствие	Ввиду этого мнения мог быть поставлен вопрос: не откроется ли при помощи резонаторов в естественном мышечном шуме постоянного <b><i>присутствия</i></b> или летучего прорывания более высоких тонов, как это удается делать в случаях шума листьев, водопада и проч.	Папа тоже хорош: ничего не сказал, позволил в своем <b><i>присутствии.</i></b>	EARLIER	3.4	4	4	4	4	1
присутствие	Владимир Владимирович, конечно, всегда был центром общества, в котором он находился, но он сам не искал этого, это происходило само собой, так как все в его <b><i>присутствии</i></b> как бы стушевывались перед его обаянием, талантом и остроумием и ждали от него особенных, неожиданных слов и поступков, присущих только ему.	Сомнения нет в том, что каждая цветная реакция белков зависит от <b><i>присутствия</i></b> в частице определенной атомной группы более или менее сложной.	COMPARE	1.6	4	1	1	1	1
присутствие	"Вообще у ""сердечной простоты"", как ее называли сестрицы, несмотря на ее вдовье положение, несмотря на <b><i>присутствие</i></b> маленьких детей, замечался в доме какой-то прибор и порядок, обличавший исключительно женскую попечительность."	"Король, в <b><i>присутствии</i></b> всей фамилии, положил первый камень, и в сем камне скрыты медали, на одной стороне коих надпись: ""Ludovicus XV1II, Lapidem posuit, Die XXVIII, M. oct., ann MDCCCXVIII."	EARLIER	3.6	3	3	4	4	4
присутствие	Вот причина его неотлучного <b><i>присутствия</i></b> в описаниях.	Дробность чиновного деления и <b><i>присутствие</i></b> бродячих промежуточных слоев придавали обществу вид чрезвычайно пестрой и беспорядочной массы.	EARLIER	3.0	2	1	4	4	4
присутствие	Граф живо интересовался всем ходом судебного следствия, прений и даже формальностями по составлению <b><i>присутствия</i></b> суда.	Все порции продукта, при нагревании с водою, разлагались более или менее быстро, и полученные [очень кислые] растворы все содержали, кроме хлороводорода, диоксимэфилен, <b><i>присутствие</i></b> которого легко было открыть по описанной мною чрезвычайно чувствительной и характеристичной реакции с баритовой (или известковой) водою.	EARLIER	2.4	1	4	1	3	3
присутствие	Да, все сбылось по высшей ее мечте, ей дано было почувствовать Чайковского не как миф, а как живого человека, которого она любит и чьим <b><i>присутствием</i></b> в мире беспрерывно наслаждается.	<b><i>Присутствие</i></b> эфира обозначалось только запахом, но изолировать его не было возможности по незначительности количества.	COMPARE	3.4	4	4	3	2	4
присутствие	Девушка не только сама ни в коем случае не должна употреблять нецензурные слова, но не может мириться с тем, чтобы в ее <b><i>присутствии</i></b> кто-то бранился.	Однако, несмотря на <b><i>присутствие</i></b> филеров, покушение совершилось, и это лишний раз доказывает, что филерское наблюдение без точных данных не способно что-либо сделать.	COMPARE	3.6	3	4	3	4	4
присутствие	Днем и ночью они наполняли комнаты Царской Семьи, пели циничные песни, курили, плевали куда попало и грубо ругались в <b><i>присутствии</i></b> Государя и детей.	-- Я постараюсь не обременять вас долго своим <b><i>присутствием,</i></b> господин Банев, -- сказал он.	LATER	3.0	4	4	3	1	3
присутствие	Его <b><i>присутствие</i></b> около организации, благодаря неясному прошлому, странному поведению во время корниловского выступления и налету хлестаковщины, производило досадное впечатление.	"Я едва ли понимал что-либо из тех пересудов, которым предавались дамы; к тому же то и дело беседа переходила на французский или на итальянский языки и как раз это случалось тогда, когда надлежало, чтобы я чего-либо не понимал, чему неизменно предшествовал наказ: ""Pas devant les enfants"" (Не в <b><i>присутствии</i></b> детей.)."	LATER	2.8	3	3	3	4	1
присутствие	"Его политический облик был, однако, настолько хорошо известен, что новый Государственный Контролер Шванебах тут же подошел ко мне и поздравивши меня в привычной ему шутливой форме с тем, что мне ""не удалось сбросить с себя хомута, который, вероятно, скоро намнет всем нам не малые мозоли, если даже не свернет кое кому из нас шею"", заметил, что ему кажется ""как будто бы не совсем понятным состав нового правительства и <b><i>присутствие</i></b> в нем немалого количества элементов, не слишком нежно расположенных к идее народного представительства и едва ли способных внушить особое к себе доверие со стороны последнего.""."	Другая половина сухого остатка, полученного после испарения воды, для упрощения манипуляций предварительно не извлекалась спиртом, а прямо этерифицировалась в <b><i>присутствии</i></b> минеральных солей и после этерификации отфильтрована от них; затем обрабатывалась по-предыдущему гидратом окиси свинца.	COMPARE	3.0	3	4	2	4	2
присутствие	Заметно было, что оба посетителя царской приемной не только не чувствовали взаимного влечения, но и тяготились <b><i>присутствием</i></b> один другого, уклоняясь от всякого разговора.	Я ушел из <b><i>присутствия,</i></b> меня ошикали служащие и прозвали взяточником.	EARLIER	1.2	2	1	1	1	1
присутствие	И вот, позавчера, когда я приехал от Микояна и докладывал в <b><i>присутствии</i></b> Сиротина редактору, Сиротин вдруг сказал: -- Л.К., война кончается.	И если месторождение залегает неглубоко, как золото в Кызыл-Кумах, ему не скрыться: ореолы рассеяния выдадут его <b><i>присутствие.</i></b>	LATER	3.4	4	2	3	4	4
присутствие	И не знаю, насколько Красота мира и Любовь человеческая смогли внести в мое существо те качества, которые угодны Богу и оправдывают <b><i>присутствие</i></b> человечества во Вселенной.	Сына своего он, по-видимому, очень любил, но и его он держал в большой строгости: в <b><i>присутствии</i></b> отца сын молчал и на обращаемые к нему вопросы отвечал конфузливо и однословно.	LATER	3.0	3	4	2	4	2
присутствие	И это, несмотря на то, что в обязанности каждаго члена организации входит: а) неустанная пропаганда идей анархизма, б) поведение, соответствующее принципам анархической нравственности, в) <b><i>присутствие</i></b> на всех собраниях своей группы с обязательством высказывать собственное мнение, г) представлять свои услуги на различныя предприятия группы.	Напротив, прозрение отчаяния, мгновенно выводящее человека к началам, не может быть иначе как от Бога; его энергии, его <b><i>присутствие</i></b> пронизывают вдруг тогда весь колодец человеческой души светом.	LATER	3.0	3	2	3	4	3
